,PassengerId,Survived,Pclass,Sex-Male,Age,SibSp,Parch,Fare,Cabin-A,Cabin-B,Cabin-C,Cabin-D,Cabin-E,Cabin-F,Cabin-G,Cabin_Count,Embarked-C,Embarked-Q,Embarked-S
119,120,0,3,0,2.0,4,2,31.275,0,0,0,0,0,0,0,0,0,0,1
120,121,0,2,1,21.0,2,0,73.5,0,0,0,0,0,0,0,0,0,0,1
121,122,0,3,1,29.69911764705882,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
122,123,0,2,1,32.5,1,0,30.0708,0,0,0,0,0,0,0,0,1,0,0
123,124,1,2,0,32.5,0,0,13.0,0,0,0,0,1,0,0,0,0,0,1
124,125,0,1,1,54.0,0,1,77.2875,0,0,0,1,0,0,0,0,0,0,1
125,126,1,3,1,12.0,1,0,11.2417,0,0,0,0,0,0,0,0,1,0,0
126,127,0,3,1,29.69911764705882,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
127,128,1,3,1,24.0,0,0,7.1417,0,0,0,0,0,0,0,0,0,0,1
128,129,1,3,0,29.69911764705882,1,1,22.3583,0,0,0,0,1,1,0,1,1,0,0
129,130,0,3,1,45.0,0,0,6.975,0,0,0,0,0,0,0,0,0,0,1
130,131,0,3,1,33.0,0,0,7.8958,0,0,0,0,0,0,0,0,1,0,0
131,132,0,3,1,20.0,0,0,7.05,0,0,0,0,0,0,0,0,0,0,1
132,133,0,3,0,47.0,1,0,14.5,0,0,0,0,0,0,0,0,0,0,1
133,134,1,2,0,29.0,1,0,26.0,0,0,0,0,0,0,0,0,0,0,1
134,135,0,2,1,25.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,1
135,136,0,2,1,23.0,0,0,15.0458,0,0,0,0,0,0,0,0,1,0,0
136,137,1,1,0,19.0,0,2,26.2833,0,0,0,1,0,0,0,0,0,0,1
137,138,0,1,1,37.0,1,0,53.1,0,0,1,0,0,0,0,0,0,0,1
138,139,0,3,1,16.0,0,0,9.2167,0,0,0,0,0,0,0,0,0,0,1
139,140,0,1,1,24.0,0,0,79.2,0,1,0,0,0,0,0,0,1,0,0
140,141,0,3,0,29.69911764705882,0,2,15.2458,0,0,0,0,0,0,0,0,1,0,0
141,142,1,3,0,22.0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,1
142,143,1,3,0,24.0,1,0,15.85,0,0,0,0,0,0,0,0,0,0,1
143,144,0,3,1,19.0,0,0,6.75,0,0,0,0,0,0,0,0,0,1,0
144,145,0,2,1,18.0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,1
145,146,0,2,1,19.0,1,1,36.75,0,0,0,0,0,0,0,0,0,0,1
146,147,1,3,1,27.0,0,0,7.7958,0,0,0,0,0,0,0,0,0,0,1
147,148,0,3,0,9.0,2,2,34.375,0,0,0,0,0,0,0,0,0,0,1
148,149,0,2,1,36.5,0,2,26.0,0,0,0,0,0,1,0,0,0,0,1
149,150,0,2,1,42.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,1
150,151,0,2,1,51.0,0,0,12.525,0,0,0,0,0,0,0,0,0,0,1
151,152,1,1,0,22.0,1,0,66.6,0,0,1,0,0,0,0,0,0,0,1
152,153,0,3,1,55.5,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
153,154,0,3,1,40.5,0,2,14.5,0,0,0,0,0,0,0,0,0,0,1
154,155,0,3,1,29.69911764705882,0,0,7.3125,0,0,0,0,0,0,0,0,0,0,1
155,156,0,1,1,51.0,0,1,61.3792,0,0,0,0,0,0,0,0,1,0,0
156,157,1,3,0,16.0,0,0,7.7333,0,0,0,0,0,0,0,0,0,1,0
157,158,0,3,1,30.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
158,159,0,3,1,29.69911764705882,0,0,8.6625,0,0,0,0,0,0,0,0,0,0,1
159,160,0,3,1,29.69911764705882,8,2,69.55,0,0,0,0,0,0,0,0,0,0,1
160,161,0,3,1,44.0,0,1,16.1,0,0,0,0,0,0,0,0,0,0,1
161,162,1,2,0,40.0,0,0,15.75,0,0,0,0,0,0,0,0,0,0,1
162,163,0,3,1,26.0,0,0,7.775,0,0,0,0,0,0,0,0,0,0,1
163,164,0,3,1,17.0,0,0,8.6625,0,0,0,0,0,0,0,0,0,0,1
164,165,0,3,1,1.0,4,1,39.6875,0,0,0,0,0,0,0,0,0,0,1
165,166,1,3,1,9.0,0,2,20.525,0,0,0,0,0,0,0,0,0,0,1
166,167,1,1,0,29.69911764705882,0,1,55.0,0,0,0,0,1,0,0,0,0,0,1
167,168,0,3,0,45.0,1,4,27.9,0,0,0,0,0,0,0,0,0,0,1
168,169,0,1,1,29.69911764705882,0,0,25.925,0,0,0,0,0,0,0,0,0,0,1
169,170,0,3,1,28.0,0,0,56.4958,0,0,0,0,0,0,0,0,0,0,1
170,171,0,1,1,61.0,0,0,33.5,0,1,0,0,0,0,0,0,0,0,1
171,172,0,3,1,4.0,4,1,29.125,0,0,0,0,0,0,0,0,0,1,0
172,173,1,3,0,1.0,1,1,11.1333,0,0,0,0,0,0,0,0,0,0,1
173,174,0,3,1,21.0,0,0,7.925,0,0,0,0,0,0,0,0,0,0,1
174,175,0,1,1,56.0,0,0,30.6958,1,0,0,0,0,0,0,0,1,0,0
175,176,0,3,1,18.0,1,1,7.8542,0,0,0,0,0,0,0,0,0,0,1
176,177,0,3,1,29.69911764705882,3,1,25.4667,0,0,0,0,0,0,0,0,0,0,1
177,178,0,1,0,50.0,0,0,28.7125,0,0,1,0,0,0,0,0,1,0,0
178,179,0,2,1,30.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,1
179,180,0,3,1,36.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
180,181,0,3,0,29.69911764705882,8,2,69.55,0,0,0,0,0,0,0,0,0,0,1
181,182,0,2,1,29.69911764705882,0,0,15.05,0,0,0,0,0,0,0,0,1,0,0
182,183,0,3,1,9.0,4,2,31.3875,0,0,0,0,0,0,0,0,0,0,1
183,184,1,2,1,1.0,2,1,39.0,0,0,0,0,0,1,0,0,0,0,1
184,185,1,3,0,4.0,0,2,22.025,0,0,0,0,0,0,0,0,0,0,1
185,186,0,1,1,29.69911764705882,0,0,50.0,1,0,0,0,0,0,0,0,0,0,1
186,187,1,3,0,29.69911764705882,1,0,15.5,0,0,0,0,0,0,0,0,0,1,0
187,188,1,1,1,45.0,0,0,26.55,0,0,0,0,0,0,0,0,0,0,1
188,189,0,3,1,40.0,1,1,15.5,0,0,0,0,0,0,0,0,0,1,0
189,190,0,3,1,36.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,1
190,191,1,2,0,32.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,1
191,192,0,2,1,19.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,1
192,193,1,3,0,19.0,1,0,7.8542,0,0,0,0,0,0,0,0,0,0,1
193,194,1,2,1,3.0,1,1,26.0,0,0,0,0,0,1,0,0,0,0,1
194,195,1,1,0,44.0,0,0,27.7208,0,1,0,0,0,0,0,0,1,0,0
195,196,1,1,0,58.0,0,0,146.5208,0,1,0,0,0,0,0,0,1,0,0
196,197,0,3,1,29.69911764705882,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
197,198,0,3,1,42.0,0,1,8.4042,0,0,0,0,0,0,0,0,0,0,1
198,199,1,3,0,29.69911764705882,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
199,200,0,2,0,24.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,1
200,201,0,3,1,28.0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,1
201,202,0,3,1,29.69911764705882,8,2,69.55,0,0,0,0,0,0,0,0,0,0,1
202,203,0,3,1,34.0,0,0,6.4958,0,0,0,0,0,0,0,0,0,0,1
203,204,0,3,1,45.5,0,0,7.225,0,0,0,0,0,0,0,0,1,0,0
204,205,1,3,1,18.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
205,206,0,3,0,2.0,0,1,10.4625,0,0,0,0,0,0,1,0,0,0,1
206,207,0,3,1,32.0,1,0,15.85,0,0,0,0,0,0,0,0,0,0,1
207,208,1,3,1,26.0,0,0,18.7875,0,0,0,0,0,0,0,0,1,0,0
208,209,1,3,0,16.0,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
209,210,1,1,1,40.0,0,0,31.0,1,0,0,0,0,0,0,0,1,0,0
210,211,0,3,1,24.0,0,0,7.05,0,0,0,0,0,0,0,0,0,0,1
211,212,1,2,0,35.0,0,0,21.0,0,0,0,0,0,0,0,0,0,0,1
212,213,0,3,1,22.0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,1
213,214,0,2,1,30.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,1
214,215,0,3,1,29.69911764705882,1,0,7.75,0,0,0,0,0,0,0,0,0,1,0
215,216,1,1,0,31.0,1,0,113.275,0,0,0,1,0,0,0,0,1,0,0
216,217,1,3,0,27.0,0,0,7.925,0,0,0,0,0,0,0,0,0,0,1
217,218,0,2,1,42.0,1,0,27.0,0,0,0,0,0,0,0,0,0,0,1
218,219,1,1,0,32.0,0,0,76.2917,0,0,0,1,0,0,0,0,1,0,0
219,220,0,2,1,30.0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,1
220,221,1,3,1,16.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
221,222,0,2,1,27.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,1
222,223,0,3,1,51.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
223,224,0,3,1,29.69911764705882,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,1
224,225,1,1,1,38.0,1,0,90.0,0,0,1,0,0,0,0,0,0,0,1
225,226,0,3,1,22.0,0,0,9.35,0,0,0,0,0,0,0,0,0,0,1
226,227,1,2,1,19.0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,1
227,228,0,3,1,20.5,0,0,7.25,0,0,0,0,0,0,0,0,0,0,1
228,229,0,2,1,18.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,1
229,230,0,3,0,29.69911764705882,3,1,25.4667,0,0,0,0,0,0,0,0,0,0,1
230,231,1,1,0,35.0,1,0,83.475,0,0,1,0,0,0,0,0,0,0,1
231,232,0,3,1,29.0,0,0,7.775,0,0,0,0,0,0,0,0,0,0,1
232,233,0,2,1,59.0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,1
233,234,1,3,0,5.0,4,2,31.3875,0,0,0,0,0,0,0,0,0,0,1
234,235,0,2,1,24.0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,1
235,236,0,3,0,29.69911764705882,0,0,7.55,0,0,0,0,0,0,0,0,0,0,1
236,237,0,2,1,44.0,1,0,26.0,0,0,0,0,0,0,0,0,0,0,1
237,238,1,2,0,8.0,0,2,26.25,0,0,0,0,0,0,0,0,0,0,1
238,239,0,2,1,19.0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,1
239,240,0,2,1,33.0,0,0,12.275,0,0,0,0,0,0,0,0,0,0,1
240,241,0,3,0,29.69911764705882,1,0,14.4542,0,0,0,0,0,0,0,0,1,0,0
241,242,1,3,0,29.69911764705882,1,0,15.5,0,0,0,0,0,0,0,0,0,1,0
242,243,0,2,1,29.0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,1
243,244,0,3,1,22.0,0,0,7.125,0,0,0,0,0,0,0,0,0,0,1
244,245,0,3,1,30.0,0,0,7.225,0,0,0,0,0,0,0,0,1,0,0
245,246,0,1,1,44.0,2,0,90.0,0,0,1,0,0,0,0,0,0,1,0
246,247,0,3,0,25.0,0,0,7.775,0,0,0,0,0,0,0,0,0,0,1
247,248,1,2,0,24.0,0,2,14.5,0,0,0,0,0,0,0,0,0,0,1
248,249,1,1,1,37.0,1,1,52.5542,0,0,0,1,0,0,0,0,0,0,1
249,250,0,2,1,54.0,1,0,26.0,0,0,0,0,0,0,0,0,0,0,1
250,251,0,3,1,29.69911764705882,0,0,7.25,0,0,0,0,0,0,0,0,0,0,1
251,252,0,3,0,29.0,1,1,10.4625,0,0,0,0,0,0,1,0,0,0,1
252,253,0,1,1,62.0,0,0,26.55,0,0,1,0,0,0,0,0,0,0,1
253,254,0,3,1,30.0,1,0,16.1,0,0,0,0,0,0,0,0,0,0,1
254,255,0,3,0,41.0,0,2,20.2125,0,0,0,0,0,0,0,0,0,0,1
255,256,1,3,0,29.0,0,2,15.2458,0,0,0,0,0,0,0,0,1,0,0
256,257,1,1,0,29.69911764705882,0,0,79.2,0,0,0,0,0,0,0,0,1,0,0
257,258,1,1,0,30.0,0,0,86.5,0,1,0,0,0,0,0,0,0,0,1
258,259,1,1,0,35.0,0,0,512.3292,0,0,0,0,0,0,0,0,1,0,0
259,260,1,2,0,50.0,0,1,26.0,0,0,0,0,0,0,0,0,0,0,1
260,261,0,3,1,29.69911764705882,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
261,262,1,3,1,3.0,4,2,31.3875,0,0,0,0,0,0,0,0,0,0,1
262,263,0,1,1,52.0,1,1,79.65,0,0,0,0,1,0,0,0,0,0,1
263,264,0,1,1,40.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1
264,265,0,3,0,29.69911764705882,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
265,266,0,2,1,36.0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,1
266,267,0,3,1,16.0,4,1,39.6875,0,0,0,0,0,0,0,0,0,0,1
267,268,1,3,1,25.0,1,0,7.775,0,0,0,0,0,0,0,0,0,0,1
268,269,1,1,0,58.0,0,1,153.4625,0,0,1,0,0,0,0,0,0,0,1
269,270,1,1,0,35.0,0,0,135.6333,0,0,1,0,0,0,0,0,0,0,1
270,271,0,1,1,29.69911764705882,0,0,31.0,0,0,0,0,0,0,0,0,0,0,1
271,272,1,3,1,25.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
272,273,1,2,0,41.0,0,1,19.5,0,0,0,0,0,0,0,0,0,0,1
273,274,0,1,1,37.0,0,1,29.7,0,0,1,0,0,0,0,0,1,0,0
274,275,1,3,0,29.69911764705882,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
275,276,1,1,0,63.0,1,0,77.9583,0,0,0,1,0,0,0,0,0,0,1
276,277,0,3,0,45.0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,1
277,278,0,2,1,29.69911764705882,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
278,279,0,3,1,7.0,4,1,29.125,0,0,0,0,0,0,0,0,0,1,0
279,280,1,3,0,35.0,1,1,20.25,0,0,0,0,0,0,0,0,0,0,1
280,281,0,3,1,65.0,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
281,282,0,3,1,28.0,0,0,7.8542,0,0,0,0,0,0,0,0,0,0,1
282,283,0,3,1,16.0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,1
283,284,1,3,1,19.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
284,285,0,1,1,29.69911764705882,0,0,26.0,1,0,0,0,0,0,0,0,0,0,1
285,286,0,3,1,33.0,0,0,8.6625,0,0,0,0,0,0,0,0,1,0,0
286,287,1,3,1,30.0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,1
287,288,0,3,1,22.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,1
288,289,1,2,1,42.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,1
289,290,1,3,0,22.0,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
290,291,1,1,0,26.0,0,0,78.85,0,0,0,0,0,0,0,0,0,0,1
291,292,1,1,0,19.0,1,0,91.0792,0,1,0,0,0,0,0,0,1,0,0
292,293,0,2,1,36.0,0,0,12.875,0,0,0,1,0,0,0,0,1,0,0
293,294,0,3,0,24.0,0,0,8.85,0,0,0,0,0,0,0,0,0,0,1
294,295,0,3,1,24.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,1
295,296,0,1,1,29.69911764705882,0,0,27.7208,0,0,0,0,0,0,0,0,1,0,0
296,297,0,3,1,23.5,0,0,7.2292,0,0,0,0,0,0,0,0,1,0,0
297,298,0,1,0,2.0,1,2,151.55,0,0,1,0,0,0,0,1,0,0,1
298,299,1,1,1,29.69911764705882,0,0,30.5,0,0,1,0,0,0,0,0,0,0,1
299,300,1,1,0,50.0,0,1,247.5208,0,1,0,0,0,0,0,1,1,0,0
300,301,1,3,0,29.69911764705882,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
301,302,1,3,1,29.69911764705882,2,0,23.25,0,0,0,0,0,0,0,0,0,1,0
302,303,0,3,1,19.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
303,304,1,2,0,29.69911764705882,0,0,12.35,0,0,0,0,1,0,0,0,0,1,0
